vehicle,weightclass,proportion,sourceCell,userCell,year,area
Plug-In Hybrid Petrol LGV,N1 (III),0.6198721196257012,B474,D474,2028,Scotland
E85 Bioethanol LGV,N1 (I),0.16931082298245767,B483,D483,2028,Scotland
E85 Bioethanol LGV,N1 (II),0.21081705739184115,B484,D484,2028,Scotland
E85 Bioethanol LGV,N1 (III),0.6198721196257012,B485,D485,2028,Scotland
LPG LGV,N1 (I),0.16931082298245767,B488,D488,2028,Scotland
LPG LGV,N1 (II),0.21081705739184115,B489,D489,2028,Scotland
LPG LGV,N1 (III),0.6198721196257012,B490,D490,2028,Scotland
B100 Rigid HGV,3.5-7.5 t,0.2930262316058861,B493,D493,2028,Scotland
B100 Rigid HGV,7.5-12 t,0.04760076775431861,B494,D494,2028,Scotland
B100 Rigid HGV,12-14 t,0.019040307101727445,B495,D495,2028,Scotland
B100 Rigid HGV,14-20 t,0.11740669652377905,B496,D496,2028,Scotland
B100 Rigid HGV,20-26 t,0.17769247174237573,B497,D497,2028,Scotland
B100 Rigid HGV,26-28 t,0.09863815007768942,B498,D498,2028,Scotland
B100 Rigid HGV,28-32 t,0.19727630015537884,B499,D499,2028,Scotland
B100 Rigid HGV,>32 t,0.04931907503884471,B500,D500,2028,Scotland
B100 Artic HGV,14-20 t,0.01923820869426853,B503,D503,2028,Scotland
B100 Artic HGV,20-28 t,0.025650944925691376,B504,D504,2028,Scotland
B100 Artic HGV,28-34 t,0.01923820869426853,B505,D505,2028,Scotland
B100 Artic HGV,34-40 t,0.12227136603763285,B506,D506,2028,Scotland
B100 Artic HGV,40-50 t,0.8136012716481387,B507,D507,2028,Scotland
Buses,<=15 t,0.31374514452906227,B419,D419,2028,Scotland
Buses,15-18 t,0.6862548554709378,B420,D420,2028,Scotland
Buses,>18 t,0.0,B421,D421,2028,Scotland
Coaches,<=18 t,0.5,B425,D425,2028,Scotland
Coaches,>18 t,0.5,B426,D426,2028,Scotland
Hybrid Buses,<=15 t,0.31374514452906227,D512,D512,2028,Scotland
Hybrid Buses,15-18 t,0.6862548554709378,D513,D513,2028,Scotland
Hybrid Buses,>18 t,0.0,D514,D514,2028,Scotland
Biodiesel Buses,<=15 t,0.31374514452906227,B532,D532,2028,Scotland
Biodiesel Buses,15-18 t,0.6862548554709378,B533,D533,2028,Scotland
Biodiesel Buses,>18 t,0.0,B534,D534,2028,Scotland
Biodiesel Coaches,<=18 t,0.5,B537,D537,2028,Scotland
Biodiesel Coaches,>18 t,0.5,B538,D538,2028,Scotland
Petrol car,<1400 cc,0.4915241304706996,B382,D382,2029,Scotland
Petrol car,1400-2000 cc,0.40177998320890007,B383,D383,2029,Scotland
Petrol car,>2000 cc,0.1066958863204004,B384,D384,2029,Scotland
Diesel Car,<1400 cc,0.0954416502153905,B387,D387,2029,Scotland
Diesel Car,1400-2000 cc,0.6155440018671118,B388,D388,2029,Scotland
Diesel Car,>2000 cc,0.28901434791749764,B389,D389,2029,Scotland
Petrol LGV,N1 (I),0.16931082298245767,B392,D392,2029,Scotland
Petrol LGV,N1 (II),0.21081705739184115,B393,D393,2029,Scotland
Petrol LGV,N1 (III),0.6198721196257012,B394,D394,2029,Scotland
Diesel LGV,N1 (I),0.06175373752027907,B397,D397,2029,Scotland
Diesel LGV,N1 (II),0.2574171003404176,B398,D398,2029,Scotland
Diesel LGV,N1 (III),0.6808291621393033,B399,D399,2029,Scotland
Rigid HGV,3.5-7.5 t,0.2930262316058861,B402,D402,2029,Scotland
Rigid HGV,7.5-12 t,0.04760076775431861,B403,D403,2029,Scotland
Rigid HGV,12-14 t,0.019040307101727445,B404,D404,2029,Scotland
Rigid HGV,14-20 t,0.11740669652377905,B405,D405,2029,Scotland
Rigid HGV,20-26 t,0.17769247174237573,B406,D406,2029,Scotland
Rigid HGV,26-28 t,0.09863815007768942,B407,D407,2029,Scotland
Rigid HGV,28-32 t,0.19727630015537884,B408,D408,2029,Scotland
Rigid HGV,>32 t,0.04931907503884471,B409,D409,2029,Scotland
Artic HGV,14-20 t,0.01923820869426853,B412,D412,2029,Scotland
Artic HGV,20-28 t,0.025650944925691376,B413,D413,2029,Scotland
Artic HGV,28-34 t,0.01923820869426853,B414,D414,2029,Scotland
Artic HGV,34-40 t,0.12227136603763285,B415,D415,2029,Scotland
Artic HGV,40-50 t,0.8136012716481387,B416,D416,2029,Scotland
 Full Hybrid Petrol Car,<1400 cc,0.4915241304706996,B436,D436,2029,Scotland
 Full Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B437,D437,2029,Scotland
 Full Hybrid Petrol Car,>2000 cc,0.1066958863204004,B438,D438,2029,Scotland
Plug-In Hybrid Petrol Car,<1400 cc,0.4915241304706996,B441,D441,2029,Scotland
Plug-In Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B442,D442,2029,Scotland
Plug-In Hybrid Petrol Car,>2000 cc,0.1066958863204004,B443,D443,2029,Scotland
Full Hybrid Diesel Car,<1400 cc,0.0954416502153905,B446,D446,2029,Scotland
Full Hybrid Diesel Car,1400-2000 cc,0.6155440018671118,B447,D447,2029,Scotland
Full Hybrid Diesel Car,>2000 cc,0.28901434791749764,B448,D448,2029,Scotland
E85 Bioethanol Car,<1400 cc,0.4915241304706996,B457,D457,2029,Scotland
E85 Bioethanol Car,1400-2000 cc,0.40177998320890007,B458,D458,2029,Scotland
E85 Bioethanol Car,>2000 cc,0.1066958863204004,B459,D459,2029,Scotland
LPG Car,<1400 cc,0.4915241304706996,B462,D462,2029,Scotland
LPG Car,1400-2000 cc,0.40177998320890007,B463,D463,2029,Scotland
LPG Car,>2000 cc,0.1066958863204004,B464,D464,2029,Scotland
Full Hybrid Petrol  LGV,N1 (I),0.16931082298245767,B467,D467,2029,Scotland
Full Hybrid Petrol  LGV,N1 (II),0.21081705739184115,B468,D468,2029,Scotland
Full Hybrid Petrol  LGV,N1 (III),0.6198721196257012,B469,D469,2029,Scotland
Plug-In Hybrid Petrol LGV,N1 (I),0.16931082298245767,B472,D472,2029,Scotland
Plug-In Hybrid Petrol LGV,N1 (II),0.21081705739184115,B473,D473,2029,Scotland
Plug-In Hybrid Petrol LGV,N1 (III),0.6198721196257012,B474,D474,2029,Scotland
E85 Bioethanol LGV,N1 (I),0.16931082298245767,B483,D483,2029,Scotland
E85 Bioethanol LGV,N1 (II),0.21081705739184115,B484,D484,2029,Scotland
E85 Bioethanol LGV,N1 (III),0.6198721196257012,B485,D485,2029,Scotland
LPG LGV,N1 (I),0.16931082298245767,B488,D488,2029,Scotland
LPG LGV,N1 (II),0.21081705739184115,B489,D489,2029,Scotland
LPG LGV,N1 (III),0.6198721196257012,B490,D490,2029,Scotland
B100 Rigid HGV,3.5-7.5 t,0.2930262316058861,B493,D493,2029,Scotland
B100 Rigid HGV,7.5-12 t,0.04760076775431861,B494,D494,2029,Scotland
B100 Rigid HGV,12-14 t,0.019040307101727445,B495,D495,2029,Scotland
B100 Rigid HGV,14-20 t,0.11740669652377905,B496,D496,2029,Scotland
B100 Rigid HGV,20-26 t,0.17769247174237573,B497,D497,2029,Scotland
B100 Rigid HGV,26-28 t,0.09863815007768942,B498,D498,2029,Scotland
B100 Rigid HGV,28-32 t,0.19727630015537884,B499,D499,2029,Scotland
B100 Rigid HGV,>32 t,0.04931907503884471,B500,D500,2029,Scotland
B100 Artic HGV,14-20 t,0.01923820869426853,B503,D503,2029,Scotland
B100 Artic HGV,20-28 t,0.025650944925691376,B504,D504,2029,Scotland
B100 Artic HGV,28-34 t,0.01923820869426853,B505,D505,2029,Scotland
B100 Artic HGV,34-40 t,0.12227136603763285,B506,D506,2029,Scotland
B100 Artic HGV,40-50 t,0.8136012716481387,B507,D507,2029,Scotland
Buses,<=15 t,0.31374514452906227,B419,D419,2029,Scotland
Buses,15-18 t,0.6862548554709378,B420,D420,2029,Scotland
Buses,>18 t,0.0,B421,D421,2029,Scotland
Coaches,<=18 t,0.5,B425,D425,2029,Scotland
Coaches,>18 t,0.5,B426,D426,2029,Scotland
Hybrid Buses,<=15 t,0.31374514452906227,D512,D512,2029,Scotland
Hybrid Buses,15-18 t,0.6862548554709378,D513,D513,2029,Scotland
Hybrid Buses,>18 t,0.0,D514,D514,2029,Scotland
Biodiesel Buses,<=15 t,0.31374514452906227,B532,D532,2029,Scotland
Biodiesel Buses,15-18 t,0.6862548554709378,B533,D533,2029,Scotland
Biodiesel Buses,>18 t,0.0,B534,D534,2029,Scotland
Biodiesel Coaches,<=18 t,0.5,B537,D537,2029,Scotland
Biodiesel Coaches,>18 t,0.5,B538,D538,2029,Scotland
Petrol car,<1400 cc,0.4915241304706996,B382,D382,2030,Scotland
Petrol car,1400-2000 cc,0.40177998320890007,B383,D383,2030,Scotland
Petrol car,>2000 cc,0.1066958863204004,B384,D384,2030,Scotland
Diesel Car,<1400 cc,0.0954416502153905,B387,D387,2030,Scotland
Diesel Car,1400-2000 cc,0.6155440018671118,B388,D388,2030,Scotland
Diesel Car,>2000 cc,0.28901434791749764,B389,D389,2030,Scotland
Petrol LGV,N1 (I),0.16931082298245767,B392,D392,2030,Scotland
Petrol LGV,N1 (II),0.21081705739184115,B393,D393,2030,Scotland
Petrol LGV,N1 (III),0.6198721196257012,B394,D394,2030,Scotland
Diesel LGV,N1 (I),0.06175373752027907,B397,D397,2030,Scotland
Diesel LGV,N1 (II),0.2574171003404176,B398,D398,2030,Scotland
Diesel LGV,N1 (III),0.6808291621393033,B399,D399,2030,Scotland
Rigid HGV,3.5-7.5 t,0.2930262316058861,B402,D402,2030,Scotland
Rigid HGV,7.5-12 t,0.04760076775431861,B403,D403,2030,Scotland
Rigid HGV,12-14 t,0.019040307101727445,B404,D404,2030,Scotland
Rigid HGV,14-20 t,0.11740669652377905,B405,D405,2030,Scotland
Rigid HGV,20-26 t,0.17769247174237573,B406,D406,2030,Scotland
Rigid HGV,26-28 t,0.09863815007768942,B407,D407,2030,Scotland
Rigid HGV,28-32 t,0.19727630015537884,B408,D408,2030,Scotland
Rigid HGV,>32 t,0.04931907503884471,B409,D409,2030,Scotland
Artic HGV,14-20 t,0.01923820869426853,B412,D412,2030,Scotland
Artic HGV,20-28 t,0.025650944925691376,B413,D413,2030,Scotland
Artic HGV,28-34 t,0.01923820869426853,B414,D414,2030,Scotland
Artic HGV,34-40 t,0.12227136603763285,B415,D415,2030,Scotland
Artic HGV,40-50 t,0.8136012716481387,B416,D416,2030,Scotland
 Full Hybrid Petrol Car,<1400 cc,0.4915241304706996,B436,D436,2030,Scotland
 Full Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B437,D437,2030,Scotland
 Full Hybrid Petrol Car,>2000 cc,0.1066958863204004,B438,D438,2030,Scotland
Plug-In Hybrid Petrol Car,<1400 cc,0.4915241304706996,B441,D441,2030,Scotland
Plug-In Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B442,D442,2030,Scotland
Plug-In Hybrid Petrol Car,>2000 cc,0.1066958863204004,B443,D443,2030,Scotland
Full Hybrid Diesel Car,<1400 cc,0.0954416502153905,B446,D446,2030,Scotland
Full Hybrid Diesel Car,1400-2000 cc,0.6155440018671118,B447,D447,2030,Scotland
Full Hybrid Diesel Car,>2000 cc,0.28901434791749764,B448,D448,2030,Scotland
E85 Bioethanol Car,<1400 cc,0.4915241304706996,B457,D457,2030,Scotland
E85 Bioethanol Car,1400-2000 cc,0.40177998320890007,B458,D458,2030,Scotland
E85 Bioethanol Car,>2000 cc,0.1066958863204004,B459,D459,2030,Scotland
LPG Car,<1400 cc,0.4915241304706996,B462,D462,2030,Scotland
LPG Car,1400-2000 cc,0.40177998320890007,B463,D463,2030,Scotland
LPG Car,>2000 cc,0.1066958863204004,B464,D464,2030,Scotland
Full Hybrid Petrol  LGV,N1 (I),0.16931082298245767,B467,D467,2030,Scotland
Full Hybrid Petrol  LGV,N1 (II),0.21081705739184115,B468,D468,2030,Scotland
Full Hybrid Petrol  LGV,N1 (III),0.6198721196257012,B469,D469,2030,Scotland
Plug-In Hybrid Petrol LGV,N1 (I),0.16931082298245767,B472,D472,2030,Scotland
Plug-In Hybrid Petrol LGV,N1 (II),0.21081705739184115,B473,D473,2030,Scotland
Plug-In Hybrid Petrol LGV,N1 (III),0.6198721196257012,B474,D474,2030,Scotland
E85 Bioethanol LGV,N1 (I),0.16931082298245767,B483,D483,2030,Scotland
E85 Bioethanol LGV,N1 (II),0.21081705739184115,B484,D484,2030,Scotland
E85 Bioethanol LGV,N1 (III),0.6198721196257012,B485,D485,2030,Scotland
LPG LGV,N1 (I),0.16931082298245767,B488,D488,2030,Scotland
LPG LGV,N1 (II),0.21081705739184115,B489,D489,2030,Scotland
LPG LGV,N1 (III),0.6198721196257012,B490,D490,2030,Scotland
B100 Rigid HGV,3.5-7.5 t,0.2930262316058861,B493,D493,2030,Scotland
B100 Rigid HGV,7.5-12 t,0.04760076775431861,B494,D494,2030,Scotland
B100 Rigid HGV,12-14 t,0.019040307101727445,B495,D495,2030,Scotland
B100 Rigid HGV,14-20 t,0.11740669652377905,B496,D496,2030,Scotland
B100 Rigid HGV,20-26 t,0.17769247174237573,B497,D497,2030,Scotland
B100 Rigid HGV,26-28 t,0.09863815007768942,B498,D498,2030,Scotland
B100 Rigid HGV,28-32 t,0.19727630015537884,B499,D499,2030,Scotland
B100 Rigid HGV,>32 t,0.04931907503884471,B500,D500,2030,Scotland
B100 Artic HGV,14-20 t,0.01923820869426853,B503,D503,2030,Scotland
B100 Artic HGV,20-28 t,0.025650944925691376,B504,D504,2030,Scotland
B100 Artic HGV,28-34 t,0.01923820869426853,B505,D505,2030,Scotland
B100 Artic HGV,34-40 t,0.12227136603763285,B506,D506,2030,Scotland
B100 Artic HGV,40-50 t,0.8136012716481387,B507,D507,2030,Scotland
Buses,<=15 t,0.31374514452906227,B419,D419,2030,Scotland
Buses,15-18 t,0.6862548554709378,B420,D420,2030,Scotland
Buses,>18 t,0.0,B421,D421,2030,Scotland
Coaches,<=18 t,0.5,B425,D425,2030,Scotland
Coaches,>18 t,0.5,B426,D426,2030,Scotland
Hybrid Buses,<=15 t,0.31374514452906227,D512,D512,2030,Scotland
Hybrid Buses,15-18 t,0.6862548554709378,D513,D513,2030,Scotland
Hybrid Buses,>18 t,0.0,D514,D514,2030,Scotland
Biodiesel Buses,<=15 t,0.31374514452906227,B532,D532,2030,Scotland
Biodiesel Buses,15-18 t,0.6862548554709378,B533,D533,2030,Scotland
Biodiesel Buses,>18 t,0.0,B534,D534,2030,Scotland
Biodiesel Coaches,<=18 t,0.5,B537,D537,2030,Scotland
Biodiesel Coaches,>18 t,0.5,B538,D538,2030,Scotland
Petrol car,<1400 cc,0.4915241304706996,B382,D382,2015,Wales
Petrol car,1400-2000 cc,0.40177998320890007,B383,D383,2015,Wales
Petrol car,>2000 cc,0.1066958863204004,B384,D384,2015,Wales
Diesel Car,<1400 cc,0.0954416502153905,B387,D387,2015,Wales
Diesel Car,1400-2000 cc,0.6155440018671118,B388,D388,2015,Wales
Diesel Car,>2000 cc,0.28901434791749764,B389,D389,2015,Wales
Petrol LGV,N1 (I),0.16931082298245767,B392,D392,2015,Wales
Petrol LGV,N1 (II),0.21081705739184115,B393,D393,2015,Wales
Petrol LGV,N1 (III),0.6198721196257012,B394,D394,2015,Wales
Diesel LGV,N1 (I),0.06175373752027907,B397,D397,2015,Wales
Diesel LGV,N1 (II),0.2574171003404176,B398,D398,2015,Wales
Diesel LGV,N1 (III),0.6808291621393033,B399,D399,2015,Wales
Rigid HGV,3.5-7.5 t,0.2930262316058861,B402,D402,2015,Wales
Rigid HGV,7.5-12 t,0.04760076775431861,B403,D403,2015,Wales
Rigid HGV,12-14 t,0.019040307101727445,B404,D404,2015,Wales
Rigid HGV,14-20 t,0.11740669652377905,B405,D405,2015,Wales
Rigid HGV,20-26 t,0.17769247174237573,B406,D406,2015,Wales
Rigid HGV,26-28 t,0.09863815007768942,B407,D407,2015,Wales
Rigid HGV,28-32 t,0.19727630015537884,B408,D408,2015,Wales
Rigid HGV,>32 t,0.04931907503884471,B409,D409,2015,Wales
Artic HGV,14-20 t,0.01923820869426853,B412,D412,2015,Wales
Artic HGV,20-28 t,0.025650944925691376,B413,D413,2015,Wales
Artic HGV,28-34 t,0.01923820869426853,B414,D414,2015,Wales
Artic HGV,34-40 t,0.12227136603763285,B415,D415,2015,Wales
Artic HGV,40-50 t,0.8136012716481387,B416,D416,2015,Wales
 Full Hybrid Petrol Car,<1400 cc,0.4915241304706996,B436,D436,2015,Wales
 Full Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B437,D437,2015,Wales
 Full Hybrid Petrol Car,>2000 cc,0.1066958863204004,B438,D438,2015,Wales
Plug-In Hybrid Petrol Car,<1400 cc,0.4915241304706996,B441,D441,2015,Wales
Plug-In Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B442,D442,2015,Wales
Plug-In Hybrid Petrol Car,>2000 cc,0.1066958863204004,B443,D443,2015,Wales
Full Hybrid Diesel Car,<1400 cc,0.0954416502153905,B446,D446,2015,Wales
Full Hybrid Diesel Car,1400-2000 cc,0.6155440018671118,B447,D447,2015,Wales
Full Hybrid Diesel Car,>2000 cc,0.28901434791749764,B448,D448,2015,Wales
E85 Bioethanol Car,<1400 cc,0.4915241304706996,B457,D457,2015,Wales
E85 Bioethanol Car,1400-2000 cc,0.40177998320890007,B458,D458,2015,Wales
E85 Bioethanol Car,>2000 cc,0.1066958863204004,B459,D459,2015,Wales
LPG Car,<1400 cc,0.4915241304706996,B462,D462,2015,Wales
LPG Car,1400-2000 cc,0.40177998320890007,B463,D463,2015,Wales
LPG Car,>2000 cc,0.1066958863204004,B464,D464,2015,Wales
Full Hybrid Petrol  LGV,N1 (I),0.16931082298245767,B467,D467,2015,Wales
Full Hybrid Petrol  LGV,N1 (II),0.21081705739184115,B468,D468,2015,Wales
Full Hybrid Petrol  LGV,N1 (III),0.6198721196257012,B469,D469,2015,Wales
Plug-In Hybrid Petrol LGV,N1 (I),0.16931082298245767,B472,D472,2015,Wales
Plug-In Hybrid Petrol LGV,N1 (II),0.21081705739184115,B473,D473,2015,Wales
Plug-In Hybrid Petrol LGV,N1 (III),0.6198721196257012,B474,D474,2015,Wales
E85 Bioethanol LGV,N1 (I),0.16931082298245767,B483,D483,2015,Wales
E85 Bioethanol LGV,N1 (II),0.21081705739184115,B484,D484,2015,Wales
E85 Bioethanol LGV,N1 (III),0.6198721196257012,B485,D485,2015,Wales
LPG LGV,N1 (I),0.16931082298245767,B488,D488,2015,Wales
LPG LGV,N1 (II),0.21081705739184115,B489,D489,2015,Wales
LPG LGV,N1 (III),0.6198721196257012,B490,D490,2015,Wales
B100 Rigid HGV,3.5-7.5 t,0.2930262316058861,B493,D493,2015,Wales
B100 Rigid HGV,7.5-12 t,0.04760076775431861,B494,D494,2015,Wales
B100 Rigid HGV,12-14 t,0.019040307101727445,B495,D495,2015,Wales
B100 Rigid HGV,14-20 t,0.11740669652377905,B496,D496,2015,Wales
B100 Rigid HGV,20-26 t,0.17769247174237573,B497,D497,2015,Wales
B100 Rigid HGV,26-28 t,0.09863815007768942,B498,D498,2015,Wales
B100 Rigid HGV,28-32 t,0.19727630015537884,B499,D499,2015,Wales
B100 Rigid HGV,>32 t,0.04931907503884471,B500,D500,2015,Wales
B100 Artic HGV,14-20 t,0.01923820869426853,B503,D503,2015,Wales
B100 Artic HGV,20-28 t,0.025650944925691376,B504,D504,2015,Wales
B100 Artic HGV,28-34 t,0.01923820869426853,B505,D505,2015,Wales
B100 Artic HGV,34-40 t,0.12227136603763285,B506,D506,2015,Wales
B100 Artic HGV,40-50 t,0.8136012716481387,B507,D507,2015,Wales
Buses,<=15 t,0.31374514452906227,B419,D419,2015,Wales
Buses,15-18 t,0.6862548554709378,B420,D420,2015,Wales
Buses,>18 t,0.0,B421,D421,2015,Wales
Coaches,<=18 t,0.5,B425,D425,2015,Wales
Coaches,>18 t,0.5,B426,D426,2015,Wales
Hybrid Buses,<=15 t,0.31374514452906227,D512,D512,2015,Wales
Hybrid Buses,15-18 t,0.6862548554709378,D513,D513,2015,Wales
Hybrid Buses,>18 t,0.0,D514,D514,2015,Wales
Biodiesel Buses,<=15 t,0.31374514452906227,B532,D532,2015,Wales
Biodiesel Buses,15-18 t,0.6862548554709378,B533,D533,2015,Wales
Biodiesel Buses,>18 t,0.0,B534,D534,2015,Wales
Biodiesel Coaches,<=18 t,0.5,B537,D537,2015,Wales
Biodiesel Coaches,>18 t,0.5,B538,D538,2015,Wales
Petrol car,<1400 cc,0.4915241304706996,B382,D382,2016,Wales
Petrol car,1400-2000 cc,0.40177998320890007,B383,D383,2016,Wales
Petrol car,>2000 cc,0.1066958863204004,B384,D384,2016,Wales
Diesel Car,<1400 cc,0.0954416502153905,B387,D387,2016,Wales
Diesel Car,1400-2000 cc,0.6155440018671118,B388,D388,2016,Wales
Diesel Car,>2000 cc,0.28901434791749764,B389,D389,2016,Wales
Petrol LGV,N1 (I),0.16931082298245767,B392,D392,2016,Wales
Petrol LGV,N1 (II),0.21081705739184115,B393,D393,2016,Wales
Petrol LGV,N1 (III),0.6198721196257012,B394,D394,2016,Wales
Diesel LGV,N1 (I),0.06175373752027907,B397,D397,2016,Wales
Diesel LGV,N1 (II),0.2574171003404176,B398,D398,2016,Wales
Diesel LGV,N1 (III),0.6808291621393033,B399,D399,2016,Wales
Rigid HGV,3.5-7.5 t,0.2930262316058861,B402,D402,2016,Wales
Rigid HGV,7.5-12 t,0.04760076775431861,B403,D403,2016,Wales
Rigid HGV,12-14 t,0.019040307101727445,B404,D404,2016,Wales
Rigid HGV,14-20 t,0.11740669652377905,B405,D405,2016,Wales
Rigid HGV,20-26 t,0.17769247174237573,B406,D406,2016,Wales
Rigid HGV,26-28 t,0.09863815007768942,B407,D407,2016,Wales
Rigid HGV,28-32 t,0.19727630015537884,B408,D408,2016,Wales
Rigid HGV,>32 t,0.04931907503884471,B409,D409,2016,Wales
Artic HGV,14-20 t,0.01923820869426853,B412,D412,2016,Wales
Artic HGV,20-28 t,0.025650944925691376,B413,D413,2016,Wales
Artic HGV,28-34 t,0.01923820869426853,B414,D414,2016,Wales
Artic HGV,34-40 t,0.12227136603763285,B415,D415,2016,Wales
Artic HGV,40-50 t,0.8136012716481387,B416,D416,2016,Wales
 Full Hybrid Petrol Car,<1400 cc,0.4915241304706996,B436,D436,2016,Wales
 Full Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B437,D437,2016,Wales
 Full Hybrid Petrol Car,>2000 cc,0.1066958863204004,B438,D438,2016,Wales
Plug-In Hybrid Petrol Car,<1400 cc,0.4915241304706996,B441,D441,2016,Wales
Plug-In Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B442,D442,2016,Wales
Plug-In Hybrid Petrol Car,>2000 cc,0.1066958863204004,B443,D443,2016,Wales
Full Hybrid Diesel Car,<1400 cc,0.0954416502153905,B446,D446,2016,Wales
Full Hybrid Diesel Car,1400-2000 cc,0.6155440018671118,B447,D447,2016,Wales
Full Hybrid Diesel Car,>2000 cc,0.28901434791749764,B448,D448,2016,Wales
E85 Bioethanol Car,<1400 cc,0.4915241304706996,B457,D457,2016,Wales
E85 Bioethanol Car,1400-2000 cc,0.40177998320890007,B458,D458,2016,Wales
E85 Bioethanol Car,>2000 cc,0.1066958863204004,B459,D459,2016,Wales
LPG Car,<1400 cc,0.4915241304706996,B462,D462,2016,Wales
LPG Car,1400-2000 cc,0.40177998320890007,B463,D463,2016,Wales
LPG Car,>2000 cc,0.1066958863204004,B464,D464,2016,Wales
Full Hybrid Petrol  LGV,N1 (I),0.16931082298245767,B467,D467,2016,Wales
Full Hybrid Petrol  LGV,N1 (II),0.21081705739184115,B468,D468,2016,Wales
Full Hybrid Petrol  LGV,N1 (III),0.6198721196257012,B469,D469,2016,Wales
Plug-In Hybrid Petrol LGV,N1 (I),0.16931082298245767,B472,D472,2016,Wales
Plug-In Hybrid Petrol LGV,N1 (II),0.21081705739184115,B473,D473,2016,Wales
Plug-In Hybrid Petrol LGV,N1 (III),0.6198721196257012,B474,D474,2016,Wales
E85 Bioethanol LGV,N1 (I),0.16931082298245767,B483,D483,2016,Wales
E85 Bioethanol LGV,N1 (II),0.21081705739184115,B484,D484,2016,Wales
E85 Bioethanol LGV,N1 (III),0.6198721196257012,B485,D485,2016,Wales
LPG LGV,N1 (I),0.16931082298245767,B488,D488,2016,Wales
LPG LGV,N1 (II),0.21081705739184115,B489,D489,2016,Wales
LPG LGV,N1 (III),0.6198721196257012,B490,D490,2016,Wales
B100 Rigid HGV,3.5-7.5 t,0.2930262316058861,B493,D493,2016,Wales
B100 Rigid HGV,7.5-12 t,0.04760076775431861,B494,D494,2016,Wales
B100 Rigid HGV,12-14 t,0.019040307101727445,B495,D495,2016,Wales
B100 Rigid HGV,14-20 t,0.11740669652377905,B496,D496,2016,Wales
B100 Rigid HGV,20-26 t,0.17769247174237573,B497,D497,2016,Wales
B100 Rigid HGV,26-28 t,0.09863815007768942,B498,D498,2016,Wales
B100 Rigid HGV,28-32 t,0.19727630015537884,B499,D499,2016,Wales
B100 Rigid HGV,>32 t,0.04931907503884471,B500,D500,2016,Wales
B100 Artic HGV,14-20 t,0.01923820869426853,B503,D503,2016,Wales
B100 Artic HGV,20-28 t,0.025650944925691376,B504,D504,2016,Wales
B100 Artic HGV,28-34 t,0.01923820869426853,B505,D505,2016,Wales
B100 Artic HGV,34-40 t,0.12227136603763285,B506,D506,2016,Wales
B100 Artic HGV,40-50 t,0.8136012716481387,B507,D507,2016,Wales
Buses,<=15 t,0.31374514452906227,B419,D419,2016,Wales
Buses,15-18 t,0.6862548554709378,B420,D420,2016,Wales
Buses,>18 t,0.0,B421,D421,2016,Wales
Coaches,<=18 t,0.5,B425,D425,2016,Wales
Coaches,>18 t,0.5,B426,D426,2016,Wales
Hybrid Buses,<=15 t,0.31374514452906227,D512,D512,2016,Wales
Hybrid Buses,15-18 t,0.6862548554709378,D513,D513,2016,Wales
Hybrid Buses,>18 t,0.0,D514,D514,2016,Wales
Biodiesel Buses,<=15 t,0.31374514452906227,B532,D532,2016,Wales
Biodiesel Buses,15-18 t,0.6862548554709378,B533,D533,2016,Wales
Biodiesel Buses,>18 t,0.0,B534,D534,2016,Wales
Biodiesel Coaches,<=18 t,0.5,B537,D537,2016,Wales
Biodiesel Coaches,>18 t,0.5,B538,D538,2016,Wales
Petrol car,<1400 cc,0.4915241304706996,B382,D382,2017,Wales
Petrol car,1400-2000 cc,0.40177998320890007,B383,D383,2017,Wales
Petrol car,>2000 cc,0.1066958863204004,B384,D384,2017,Wales
Diesel Car,<1400 cc,0.0954416502153905,B387,D387,2017,Wales
Diesel Car,1400-2000 cc,0.6155440018671118,B388,D388,2017,Wales
Diesel Car,>2000 cc,0.28901434791749764,B389,D389,2017,Wales
Petrol LGV,N1 (I),0.16931082298245767,B392,D392,2017,Wales
Petrol LGV,N1 (II),0.21081705739184115,B393,D393,2017,Wales
Petrol LGV,N1 (III),0.6198721196257012,B394,D394,2017,Wales
Diesel LGV,N1 (I),0.06175373752027907,B397,D397,2017,Wales
Diesel LGV,N1 (II),0.2574171003404176,B398,D398,2017,Wales
Diesel LGV,N1 (III),0.6808291621393033,B399,D399,2017,Wales
Rigid HGV,3.5-7.5 t,0.2930262316058861,B402,D402,2017,Wales
Rigid HGV,7.5-12 t,0.04760076775431861,B403,D403,2017,Wales
Rigid HGV,12-14 t,0.019040307101727445,B404,D404,2017,Wales
Rigid HGV,14-20 t,0.11740669652377905,B405,D405,2017,Wales
Rigid HGV,20-26 t,0.17769247174237573,B406,D406,2017,Wales
Rigid HGV,26-28 t,0.09863815007768942,B407,D407,2017,Wales
Rigid HGV,28-32 t,0.19727630015537884,B408,D408,2017,Wales
